date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,Coffee_N0,Coffee_N1,Coffee_N2,Coffee_N3,Coffee_N4,Coffee_N5,Coffee_N6
2022-04-01,O,2022-04-01 04:15:00,2022-04-01 13:30:00,2022-04-01 12:23:00,2022-04-01 12:25:00,8,,202205,202207,202209,202212,202303,202305
2022-04-04,O,2022-04-04 04:15:00,2022-04-04 13:30:00,2022-04-04 12:23:00,2022-04-04 12:25:00,7,,202205,202207,202209,202212,202303,202305
2022-04-05,O,2022-04-05 04:15:00,2022-04-05 13:30:00,2022-04-05 12:23:00,2022-04-05 12:25:00,6,,202205,202207,202209,202212,202303,202305
2022-04-06,O,2022-04-06 04:15:00,2022-04-06 13:30:00,2022-04-06 12:23:00,2022-04-06 12:25:00,5,,202205,202207,202209,202212,202303,202305
2022-04-07,O,2022-04-07 04:15:00,2022-04-07 13:30:00,2022-04-07 12:23:00,2022-04-07 12:25:00,4,,202205,202207,202209,202212,202303,202305
2022-04-08,O,2022-04-08 04:15:00,2022-04-08 13:30:00,2022-04-08 12:23:00,2022-04-08 12:25:00,3,,202205,202207,202209,202212,202303,202305
2022-04-11,O,2022-04-11 04:15:00,2022-04-11 13:30:00,2022-04-11 12:23:00,2022-04-11 12:25:00,2,,202205,202207,202209,202212,202303,202305
2022-04-12,O,2022-04-12 04:15:00,2022-04-12 13:30:00,2022-04-12 12:23:00,2022-04-12 12:25:00,1,,202205,202207,202209,202212,202303,202305
2022-04-13,O,2022-04-13 04:15:00,2022-04-13 13:30:00,2022-04-13 12:23:00,2022-04-13 12:25:00,0,,202205,202207,202209,202212,202303,202305
2022-04-14,O,2022-04-14 04:15:00,2022-04-14 13:30:00,2022-04-14 12:23:00,2022-04-14 12:25:00,41,202205,202207,202209,202212,202303,202305,202307
2022-04-15,X,,,,,,,,,,,,
2022-04-18,O,2022-04-18 04:15:00,2022-04-18 13:30:00,2022-04-18 12:23:00,2022-04-18 12:25:00,40,202205,202207,202209,202212,202303,202305,202307
2022-04-19,O,2022-04-19 04:15:00,2022-04-19 13:30:00,2022-04-19 12:23:00,2022-04-19 12:25:00,39,202205,202207,202209,202212,202303,202305,202307
2022-04-20,O,2022-04-20 04:15:00,2022-04-20 13:30:00,2022-04-20 12:23:00,2022-04-20 12:25:00,38,202205,202207,202209,202212,202303,202305,202307
2022-04-21,O,2022-04-21 04:15:00,2022-04-21 13:30:00,2022-04-21 12:23:00,2022-04-21 12:25:00,37,202205,202207,202209,202212,202303,202305,202307
2022-04-22,O,2022-04-22 04:15:00,2022-04-22 13:30:00,2022-04-22 12:23:00,2022-04-22 12:25:00,36,202205,202207,202209,202212,202303,202305,202307
2022-04-25,O,2022-04-25 04:15:00,2022-04-25 13:30:00,2022-04-25 12:23:00,2022-04-25 12:25:00,35,202205,202207,202209,202212,202303,202305,202307
2022-04-26,O,2022-04-26 04:15:00,2022-04-26 13:30:00,2022-04-26 12:23:00,2022-04-26 12:25:00,34,202205,202207,202209,202212,202303,202305,202307
2022-04-27,O,2022-04-27 04:15:00,2022-04-27 13:30:00,2022-04-27 12:23:00,2022-04-27 12:25:00,33,202205,202207,202209,202212,202303,202305,202307
2022-04-28,O,2022-04-28 04:15:00,2022-04-28 13:30:00,2022-04-28 12:23:00,2022-04-28 12:25:00,32,202205,202207,202209,202212,202303,202305,202307
2022-04-29,O,2022-04-29 04:15:00,2022-04-29 13:30:00,2022-04-29 12:23:00,2022-04-29 12:25:00,31,202205,202207,202209,202212,202303,202305,202307
2022-05-02,O,2022-05-02 04:15:00,2022-05-02 13:30:00,2022-05-02 12:23:00,2022-05-02 12:25:00,30,202205,202207,202209,202212,202303,202305,202307
2022-05-03,O,2022-05-03 04:15:00,2022-05-03 13:30:00,2022-05-03 12:23:00,2022-05-03 12:25:00,29,202205,202207,202209,202212,202303,202305,202307
2022-05-04,O,2022-05-04 04:15:00,2022-05-04 13:30:00,2022-05-04 12:23:00,2022-05-04 12:25:00,28,202205,202207,202209,202212,202303,202305,202307
2022-05-05,O,2022-05-05 04:15:00,2022-05-05 13:30:00,2022-05-05 12:23:00,2022-05-05 12:25:00,27,202205,202207,202209,202212,202303,202305,202307
2022-05-06,O,2022-05-06 04:15:00,2022-05-06 13:30:00,2022-05-06 12:23:00,2022-05-06 12:25:00,26,202205,202207,202209,202212,202303,202305,202307
2022-05-09,O,2022-05-09 04:15:00,2022-05-09 13:30:00,2022-05-09 12:23:00,2022-05-09 12:25:00,25,202205,202207,202209,202212,202303,202305,202307
2022-05-10,O,2022-05-10 04:15:00,2022-05-10 13:30:00,2022-05-10 12:23:00,2022-05-10 12:25:00,24,202205,202207,202209,202212,202303,202305,202307
2022-05-11,O,2022-05-11 04:15:00,2022-05-11 13:30:00,2022-05-11 12:23:00,2022-05-11 12:25:00,23,202205,202207,202209,202212,202303,202305,202307
2022-05-12,O,2022-05-12 04:15:00,2022-05-12 13:30:00,2022-05-12 12:23:00,2022-05-12 12:25:00,22,202205,202207,202209,202212,202303,202305,202307
2022-05-13,O,2022-05-13 04:15:00,2022-05-13 13:30:00,2022-05-13 12:23:00,2022-05-13 12:25:00,21,202205,202207,202209,202212,202303,202305,202307
2022-05-16,O,2022-05-16 04:15:00,2022-05-16 13:30:00,2022-05-16 12:23:00,2022-05-16 12:25:00,20,202205,202207,202209,202212,202303,202305,202307
2022-05-17,O,2022-05-17 04:15:00,2022-05-17 13:30:00,2022-05-17 12:23:00,2022-05-17 12:25:00,19,202205,202207,202209,202212,202303,202305,202307
2022-05-18,O,2022-05-18 04:15:00,2022-05-18 13:30:00,2022-05-18 12:23:00,2022-05-18 12:25:00,18,202205,202207,202209,202212,202303,202305,202307
2022-05-19,O,2022-05-19 04:15:00,2022-05-19 13:30:00,2022-05-19 12:23:00,2022-05-19 12:25:00,17,,202207,202209,202212,202303,202305,202307
2022-05-20,O,2022-05-20 04:15:00,2022-05-20 13:30:00,2022-05-20 12:23:00,2022-05-20 12:25:00,16,,202207,202209,202212,202303,202305,202307
2022-05-23,O,2022-05-23 04:15:00,2022-05-23 13:30:00,2022-05-23 12:23:00,2022-05-23 12:25:00,15,,202207,202209,202212,202303,202305,202307
2022-05-24,O,2022-05-24 04:15:00,2022-05-24 13:30:00,2022-05-24 12:23:00,2022-05-24 12:25:00,14,,202207,202209,202212,202303,202305,202307
2022-05-25,O,2022-05-25 04:15:00,2022-05-25 13:30:00,2022-05-25 12:23:00,2022-05-25 12:25:00,13,,202207,202209,202212,202303,202305,202307
2022-05-26,O,2022-05-26 04:15:00,2022-05-26 13:30:00,2022-05-26 12:23:00,2022-05-26 12:25:00,12,,202207,202209,202212,202303,202305,202307
2022-05-27,O,2022-05-27 04:15:00,2022-05-27 13:30:00,2022-05-27 12:23:00,2022-05-27 12:25:00,11,,202207,202209,202212,202303,202305,202307
2022-05-30,X,,,,,,,,,,,,
2022-05-31,O,2022-05-31 04:15:00,2022-05-31 13:30:00,2022-05-31 12:23:00,2022-05-31 12:25:00,10,,202207,202209,202212,202303,202305,202307
2022-06-01,O,2022-06-01 04:15:00,2022-06-01 13:30:00,2022-06-01 12:23:00,2022-06-01 12:25:00,9,,202207,202209,202212,202303,202305,202307
2022-06-02,O,2022-06-02 04:15:00,2022-06-02 13:30:00,2022-06-02 12:23:00,2022-06-02 12:25:00,8,,202207,202209,202212,202303,202305,202307
2022-06-03,O,2022-06-03 04:15:00,2022-06-03 13:30:00,2022-06-03 12:23:00,2022-06-03 12:25:00,7,,202207,202209,202212,202303,202305,202307
2022-06-06,O,2022-06-06 04:15:00,2022-06-06 13:30:00,2022-06-06 12:23:00,2022-06-06 12:25:00,6,,202207,202209,202212,202303,202305,202307
2022-06-07,O,2022-06-07 04:15:00,2022-06-07 13:30:00,2022-06-07 12:23:00,2022-06-07 12:25:00,5,,202207,202209,202212,202303,202305,202307
2022-06-08,O,2022-06-08 04:15:00,2022-06-08 13:30:00,2022-06-08 12:23:00,2022-06-08 12:25:00,4,,202207,202209,202212,202303,202305,202307
2022-06-09,O,2022-06-09 04:15:00,2022-06-09 13:30:00,2022-06-09 12:23:00,2022-06-09 12:25:00,3,,202207,202209,202212,202303,202305,202307
2022-06-10,O,2022-06-10 04:15:00,2022-06-10 13:30:00,2022-06-10 12:23:00,2022-06-10 12:25:00,2,,202207,202209,202212,202303,202305,202307
2022-06-13,O,2022-06-13 04:15:00,2022-06-13 13:30:00,2022-06-13 12:23:00,2022-06-13 12:25:00,1,,202207,202209,202212,202303,202305,202307
2022-06-14,O,2022-06-14 04:15:00,2022-06-14 13:30:00,2022-06-14 12:23:00,2022-06-14 12:25:00,0,,202207,202209,202212,202303,202305,202307
2022-06-15,O,2022-06-15 04:15:00,2022-06-15 13:30:00,2022-06-15 12:23:00,2022-06-15 12:25:00,42,202207,202209,202212,202303,202305,202307,202309
2022-06-16,O,2022-06-16 04:15:00,2022-06-16 13:30:00,2022-06-16 12:23:00,2022-06-16 12:25:00,41,202207,202209,202212,202303,202305,202307,202309
2022-06-17,O,2022-06-17 04:15:00,2022-06-17 13:30:00,2022-06-17 12:23:00,2022-06-17 12:25:00,40,202207,202209,202212,202303,202305,202307,202309
2022-06-20,X,,,,,,,,,,,,
2022-06-21,O,2022-06-21 04:15:00,2022-06-21 13:30:00,2022-06-21 12:23:00,2022-06-21 12:25:00,39,202207,202209,202212,202303,202305,202307,202309
2022-06-22,O,2022-06-22 04:15:00,2022-06-22 13:30:00,2022-06-22 12:23:00,2022-06-22 12:25:00,38,202207,202209,202212,202303,202305,202307,202309
2022-06-23,O,2022-06-23 04:15:00,2022-06-23 13:30:00,2022-06-23 12:23:00,2022-06-23 12:25:00,37,202207,202209,202212,202303,202305,202307,202309
2022-06-24,O,2022-06-24 04:15:00,2022-06-24 13:30:00,2022-06-24 12:23:00,2022-06-24 12:25:00,36,202207,202209,202212,202303,202305,202307,202309
2022-06-27,O,2022-06-27 04:15:00,2022-06-27 13:30:00,2022-06-27 12:23:00,2022-06-27 12:25:00,35,202207,202209,202212,202303,202305,202307,202309
2022-06-28,O,2022-06-28 04:15:00,2022-06-28 13:30:00,2022-06-28 12:23:00,2022-06-28 12:25:00,34,202207,202209,202212,202303,202305,202307,202309
2022-06-29,O,2022-06-29 04:15:00,2022-06-29 13:30:00,2022-06-29 12:23:00,2022-06-29 12:25:00,33,202207,202209,202212,202303,202305,202307,202309
2022-06-30,O,2022-06-30 04:15:00,2022-06-30 13:30:00,2022-06-30 12:23:00,2022-06-30 12:25:00,32,202207,202209,202212,202303,202305,202307,202309
2022-07-01,O,2022-07-01 04:15:00,2022-07-01 13:30:00,2022-07-01 12:23:00,2022-07-01 12:25:00,31,202207,202209,202212,202303,202305,202307,202309
2022-07-04,X,,,,,,,,,,,,
2022-07-05,O,2022-07-05 04:15:00,2022-07-05 13:30:00,2022-07-05 12:23:00,2022-07-05 12:25:00,30,202207,202209,202212,202303,202305,202307,202309
2022-07-06,O,2022-07-06 04:15:00,2022-07-06 13:30:00,2022-07-06 12:23:00,2022-07-06 12:25:00,29,202207,202209,202212,202303,202305,202307,202309
2022-07-07,O,2022-07-07 04:15:00,2022-07-07 13:30:00,2022-07-07 12:23:00,2022-07-07 12:25:00,28,202207,202209,202212,202303,202305,202307,202309
2022-07-08,O,2022-07-08 04:15:00,2022-07-08 13:30:00,2022-07-08 12:23:00,2022-07-08 12:25:00,27,202207,202209,202212,202303,202305,202307,202309
2022-07-11,O,2022-07-11 04:15:00,2022-07-11 13:30:00,2022-07-11 12:23:00,2022-07-11 12:25:00,26,202207,202209,202212,202303,202305,202307,202309
2022-07-12,O,2022-07-12 04:15:00,2022-07-12 13:30:00,2022-07-12 12:23:00,2022-07-12 12:25:00,25,202207,202209,202212,202303,202305,202307,202309
2022-07-13,O,2022-07-13 04:15:00,2022-07-13 13:30:00,2022-07-13 12:23:00,2022-07-13 12:25:00,24,202207,202209,202212,202303,202305,202307,202309
2022-07-14,O,2022-07-14 04:15:00,2022-07-14 13:30:00,2022-07-14 12:23:00,2022-07-14 12:25:00,23,202207,202209,202212,202303,202305,202307,202309
2022-07-15,O,2022-07-15 04:15:00,2022-07-15 13:30:00,2022-07-15 12:23:00,2022-07-15 12:25:00,22,202207,202209,202212,202303,202305,202307,202309
2022-07-18,O,2022-07-18 04:15:00,2022-07-18 13:30:00,2022-07-18 12:23:00,2022-07-18 12:25:00,21,202207,202209,202212,202303,202305,202307,202309
2022-07-19,O,2022-07-19 04:15:00,2022-07-19 13:30:00,2022-07-19 12:23:00,2022-07-19 12:25:00,20,202207,202209,202212,202303,202305,202307,202309
2022-07-20,O,2022-07-20 04:15:00,2022-07-20 13:30:00,2022-07-20 12:23:00,2022-07-20 12:25:00,19,,202209,202212,202303,202305,202307,202309
2022-07-21,O,2022-07-21 04:15:00,2022-07-21 13:30:00,2022-07-21 12:23:00,2022-07-21 12:25:00,18,,202209,202212,202303,202305,202307,202309
2022-07-22,O,2022-07-22 04:15:00,2022-07-22 13:30:00,2022-07-22 12:23:00,2022-07-22 12:25:00,17,,202209,202212,202303,202305,202307,202309
2022-07-25,O,2022-07-25 04:15:00,2022-07-25 13:30:00,2022-07-25 12:23:00,2022-07-25 12:25:00,16,,202209,202212,202303,202305,202307,202309
2022-07-26,O,2022-07-26 04:15:00,2022-07-26 13:30:00,2022-07-26 12:23:00,2022-07-26 12:25:00,15,,202209,202212,202303,202305,202307,202309
2022-07-27,O,2022-07-27 04:15:00,2022-07-27 13:30:00,2022-07-27 12:23:00,2022-07-27 12:25:00,14,,202209,202212,202303,202305,202307,202309
2022-07-28,O,2022-07-28 04:15:00,2022-07-28 13:30:00,2022-07-28 12:23:00,2022-07-28 12:25:00,13,,202209,202212,202303,202305,202307,202309
2022-07-29,O,2022-07-29 04:15:00,2022-07-29 13:30:00,2022-07-29 12:23:00,2022-07-29 12:25:00,12,,202209,202212,202303,202305,202307,202309
2022-08-01,O,2022-08-01 04:15:00,2022-08-01 13:30:00,2022-08-01 12:23:00,2022-08-01 12:25:00,11,,202209,202212,202303,202305,202307,202309
2022-08-02,O,2022-08-02 04:15:00,2022-08-02 13:30:00,2022-08-02 12:23:00,2022-08-02 12:25:00,10,,202209,202212,202303,202305,202307,202309
2022-08-03,O,2022-08-03 04:15:00,2022-08-03 13:30:00,2022-08-03 12:23:00,2022-08-03 12:25:00,9,,202209,202212,202303,202305,202307,202309
2022-08-04,O,2022-08-04 04:15:00,2022-08-04 13:30:00,2022-08-04 12:23:00,2022-08-04 12:25:00,8,,202209,202212,202303,202305,202307,202309
2022-08-05,O,2022-08-05 04:15:00,2022-08-05 13:30:00,2022-08-05 12:23:00,2022-08-05 12:25:00,7,,202209,202212,202303,202305,202307,202309
2022-08-08,O,2022-08-08 04:15:00,2022-08-08 13:30:00,2022-08-08 12:23:00,2022-08-08 12:25:00,6,,202209,202212,202303,202305,202307,202309
2022-08-09,O,2022-08-09 04:15:00,2022-08-09 13:30:00,2022-08-09 12:23:00,2022-08-09 12:25:00,5,,202209,202212,202303,202305,202307,202309
2022-08-10,O,2022-08-10 04:15:00,2022-08-10 13:30:00,2022-08-10 12:23:00,2022-08-10 12:25:00,4,,202209,202212,202303,202305,202307,202309
2022-08-11,O,2022-08-11 04:15:00,2022-08-11 13:30:00,2022-08-11 12:23:00,2022-08-11 12:25:00,3,,202209,202212,202303,202305,202307,202309
2022-08-12,O,2022-08-12 04:15:00,2022-08-12 13:30:00,2022-08-12 12:23:00,2022-08-12 12:25:00,2,,202209,202212,202303,202305,202307,202309
2022-08-15,O,2022-08-15 04:15:00,2022-08-15 13:30:00,2022-08-15 12:23:00,2022-08-15 12:25:00,1,,202209,202212,202303,202305,202307,202309
2022-08-16,O,2022-08-16 04:15:00,2022-08-16 13:30:00,2022-08-16 12:23:00,2022-08-16 12:25:00,0,,202209,202212,202303,202305,202307,202309
2022-08-17,O,2022-08-17 04:15:00,2022-08-17 13:30:00,2022-08-17 12:23:00,2022-08-17 12:25:00,62,202209,202212,202303,202305,202307,202309,202312
2022-08-18,O,2022-08-18 04:15:00,2022-08-18 13:30:00,2022-08-18 12:23:00,2022-08-18 12:25:00,61,202209,202212,202303,202305,202307,202309,202312
2022-08-19,O,2022-08-19 04:15:00,2022-08-19 13:30:00,2022-08-19 12:23:00,2022-08-19 12:25:00,60,202209,202212,202303,202305,202307,202309,202312
2022-08-22,O,2022-08-22 04:15:00,2022-08-22 13:30:00,2022-08-22 12:23:00,2022-08-22 12:25:00,59,202209,202212,202303,202305,202307,202309,202312
2022-08-23,O,2022-08-23 04:15:00,2022-08-23 13:30:00,2022-08-23 12:23:00,2022-08-23 12:25:00,58,202209,202212,202303,202305,202307,202309,202312
2022-08-24,O,2022-08-24 04:15:00,2022-08-24 13:30:00,2022-08-24 12:23:00,2022-08-24 12:25:00,57,202209,202212,202303,202305,202307,202309,202312
2022-08-25,O,2022-08-25 04:15:00,2022-08-25 13:30:00,2022-08-25 12:23:00,2022-08-25 12:25:00,56,202209,202212,202303,202305,202307,202309,202312
2022-08-26,O,2022-08-26 04:15:00,2022-08-26 13:30:00,2022-08-26 12:23:00,2022-08-26 12:25:00,55,202209,202212,202303,202305,202307,202309,202312
2022-08-29,O,2022-08-29 04:15:00,2022-08-29 13:30:00,2022-08-29 12:23:00,2022-08-29 12:25:00,54,202209,202212,202303,202305,202307,202309,202312
2022-08-30,O,2022-08-30 04:15:00,2022-08-30 13:30:00,2022-08-30 12:23:00,2022-08-30 12:25:00,53,202209,202212,202303,202305,202307,202309,202312
2022-08-31,O,2022-08-31 04:15:00,2022-08-31 13:30:00,2022-08-31 12:23:00,2022-08-31 12:25:00,52,202209,202212,202303,202305,202307,202309,202312
2022-09-01,O,2022-09-01 04:15:00,2022-09-01 13:30:00,2022-09-01 12:23:00,2022-09-01 12:25:00,51,202209,202212,202303,202305,202307,202309,202312
2022-09-02,O,2022-09-02 04:15:00,2022-09-02 13:30:00,2022-09-02 12:23:00,2022-09-02 12:25:00,50,202209,202212,202303,202305,202307,202309,202312
2022-09-05,X,,,,,,,,,,,,
2022-09-06,O,2022-09-06 04:15:00,2022-09-06 13:30:00,2022-09-06 12:23:00,2022-09-06 12:25:00,49,202209,202212,202303,202305,202307,202309,202312
2022-09-07,O,2022-09-07 04:15:00,2022-09-07 13:30:00,2022-09-07 12:23:00,2022-09-07 12:25:00,48,202209,202212,202303,202305,202307,202309,202312
2022-09-08,O,2022-09-08 04:15:00,2022-09-08 13:30:00,2022-09-08 12:23:00,2022-09-08 12:25:00,47,202209,202212,202303,202305,202307,202309,202312
2022-09-09,O,2022-09-09 04:15:00,2022-09-09 13:30:00,2022-09-09 12:23:00,2022-09-09 12:25:00,46,202209,202212,202303,202305,202307,202309,202312
2022-09-12,O,2022-09-12 04:15:00,2022-09-12 13:30:00,2022-09-12 12:23:00,2022-09-12 12:25:00,45,202209,202212,202303,202305,202307,202309,202312
2022-09-13,O,2022-09-13 04:15:00,2022-09-13 13:30:00,2022-09-13 12:23:00,2022-09-13 12:25:00,44,202209,202212,202303,202305,202307,202309,202312
2022-09-14,O,2022-09-14 04:15:00,2022-09-14 13:30:00,2022-09-14 12:23:00,2022-09-14 12:25:00,43,202209,202212,202303,202305,202307,202309,202312
2022-09-15,O,2022-09-15 04:15:00,2022-09-15 13:30:00,2022-09-15 12:23:00,2022-09-15 12:25:00,42,202209,202212,202303,202305,202307,202309,202312
2022-09-16,O,2022-09-16 04:15:00,2022-09-16 13:30:00,2022-09-16 12:23:00,2022-09-16 12:25:00,41,202209,202212,202303,202305,202307,202309,202312
2022-09-19,O,2022-09-19 04:15:00,2022-09-19 13:30:00,2022-09-19 12:23:00,2022-09-19 12:25:00,40,202209,202212,202303,202305,202307,202309,202312
2022-09-20,O,2022-09-20 04:15:00,2022-09-20 13:30:00,2022-09-20 12:23:00,2022-09-20 12:25:00,39,202209,202212,202303,202305,202307,202309,202312
2022-09-21,O,2022-09-21 04:15:00,2022-09-21 13:30:00,2022-09-21 12:23:00,2022-09-21 12:25:00,38,,202212,202303,202305,202307,202309,202312
2022-09-22,O,2022-09-22 04:15:00,2022-09-22 13:30:00,2022-09-22 12:23:00,2022-09-22 12:25:00,37,,202212,202303,202305,202307,202309,202312
2022-09-23,O,2022-09-23 04:15:00,2022-09-23 13:30:00,2022-09-23 12:23:00,2022-09-23 12:25:00,36,,202212,202303,202305,202307,202309,202312
2022-09-26,O,2022-09-26 04:15:00,2022-09-26 13:30:00,2022-09-26 12:23:00,2022-09-26 12:25:00,35,,202212,202303,202305,202307,202309,202312
2022-09-27,O,2022-09-27 04:15:00,2022-09-27 13:30:00,2022-09-27 12:23:00,2022-09-27 12:25:00,34,,202212,202303,202305,202307,202309,202312
2022-09-28,O,2022-09-28 04:15:00,2022-09-28 13:30:00,2022-09-28 12:23:00,2022-09-28 12:25:00,33,,202212,202303,202305,202307,202309,202312
2022-09-29,O,2022-09-29 04:15:00,2022-09-29 13:30:00,2022-09-29 12:23:00,2022-09-29 12:25:00,32,,202212,202303,202305,202307,202309,202312
2022-09-30,O,2022-09-30 04:15:00,2022-09-30 13:30:00,2022-09-30 12:23:00,2022-09-30 12:25:00,31,,202212,202303,202305,202307,202309,202312
2022-10-03,O,2022-10-03 04:15:00,2022-10-03 13:30:00,2022-10-03 12:23:00,2022-10-03 12:25:00,30,,202212,202303,202305,202307,202309,202312
2022-10-04,O,2022-10-04 04:15:00,2022-10-04 13:30:00,2022-10-04 12:23:00,2022-10-04 12:25:00,29,,202212,202303,202305,202307,202309,202312
2022-10-05,O,2022-10-05 04:15:00,2022-10-05 13:30:00,2022-10-05 12:23:00,2022-10-05 12:25:00,28,,202212,202303,202305,202307,202309,202312
2022-10-06,O,2022-10-06 04:15:00,2022-10-06 13:30:00,2022-10-06 12:23:00,2022-10-06 12:25:00,27,,202212,202303,202305,202307,202309,202312
2022-10-07,O,2022-10-07 04:15:00,2022-10-07 13:30:00,2022-10-07 12:23:00,2022-10-07 12:25:00,26,,202212,202303,202305,202307,202309,202312
2022-10-10,O,2022-10-10 04:15:00,2022-10-10 13:30:00,2022-10-10 12:23:00,2022-10-10 12:25:00,25,,202212,202303,202305,202307,202309,202312
2022-10-11,O,2022-10-11 04:15:00,2022-10-11 13:30:00,2022-10-11 12:23:00,2022-10-11 12:25:00,24,,202212,202303,202305,202307,202309,202312
2022-10-12,O,2022-10-12 04:15:00,2022-10-12 13:30:00,2022-10-12 12:23:00,2022-10-12 12:25:00,23,,202212,202303,202305,202307,202309,202312
2022-10-13,O,2022-10-13 04:15:00,2022-10-13 13:30:00,2022-10-13 12:23:00,2022-10-13 12:25:00,22,,202212,202303,202305,202307,202309,202312
2022-10-14,O,2022-10-14 04:15:00,2022-10-14 13:30:00,2022-10-14 12:23:00,2022-10-14 12:25:00,21,,202212,202303,202305,202307,202309,202312
2022-10-17,O,2022-10-17 04:15:00,2022-10-17 13:30:00,2022-10-17 12:23:00,2022-10-17 12:25:00,20,,202212,202303,202305,202307,202309,202312
2022-10-18,O,2022-10-18 04:15:00,2022-10-18 13:30:00,2022-10-18 12:23:00,2022-10-18 12:25:00,19,,202212,202303,202305,202307,202309,202312
2022-10-19,O,2022-10-19 04:15:00,2022-10-19 13:30:00,2022-10-19 12:23:00,2022-10-19 12:25:00,18,,202212,202303,202305,202307,202309,202312
