date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,RobustaCoffee_N0,RobustaCoffee_N1,RobustaCoffee_N2,RobustaCoffee_N3,RobustaCoffee_N4,RobustaCoffee_N5,RobustaCoffee_N6
2007-08-01,O,2007-08-01 04:00:00,2007-08-01 12:30:00,2007-08-01 12:23:00,2007-08-01 12:25:00,382,,,,,,,
2007-08-02,O,2007-08-02 04:00:00,2007-08-02 12:30:00,2007-08-02 12:23:00,2007-08-02 12:25:00,381,,,,,,,
2007-08-03,O,2007-08-03 04:00:00,2007-08-03 12:30:00,2007-08-03 12:23:00,2007-08-03 12:25:00,380,,,,,,,
2007-08-06,O,2007-08-06 04:00:00,2007-08-06 12:30:00,2007-08-06 12:23:00,2007-08-06 12:25:00,379,,,,,,,
2007-08-07,O,2007-08-07 04:00:00,2007-08-07 12:30:00,2007-08-07 12:23:00,2007-08-07 12:25:00,378,,,,,,,
2007-08-08,O,2007-08-08 04:00:00,2007-08-08 12:30:00,2007-08-08 12:23:00,2007-08-08 12:25:00,377,,,,,,,
2007-08-09,O,2007-08-09 04:00:00,2007-08-09 12:30:00,2007-08-09 12:23:00,2007-08-09 12:25:00,376,,,,,,,
2007-08-10,O,2007-08-10 04:00:00,2007-08-10 12:30:00,2007-08-10 12:23:00,2007-08-10 12:25:00,375,,,,,,,
2007-08-13,O,2007-08-13 04:00:00,2007-08-13 12:30:00,2007-08-13 12:23:00,2007-08-13 12:25:00,374,,,,,,,
2007-08-14,O,2007-08-14 04:00:00,2007-08-14 12:30:00,2007-08-14 12:23:00,2007-08-14 12:25:00,373,,,,,,,
2007-08-15,O,2007-08-15 04:00:00,2007-08-15 12:30:00,2007-08-15 12:23:00,2007-08-15 12:25:00,372,,,,,,,
2007-08-16,O,2007-08-16 04:00:00,2007-08-16 12:30:00,2007-08-16 12:23:00,2007-08-16 12:25:00,371,,,,,,,
2007-08-17,O,2007-08-17 04:00:00,2007-08-17 12:30:00,2007-08-17 12:23:00,2007-08-17 12:25:00,370,,,,,,,
2007-08-20,O,2007-08-20 04:00:00,2007-08-20 12:30:00,2007-08-20 12:23:00,2007-08-20 12:25:00,369,,,,,,,
2007-08-21,O,2007-08-21 04:00:00,2007-08-21 12:30:00,2007-08-21 12:23:00,2007-08-21 12:25:00,368,,,,,,,
2007-08-22,O,2007-08-22 04:00:00,2007-08-22 12:30:00,2007-08-22 12:23:00,2007-08-22 12:25:00,367,,,,,,,
2007-08-23,O,2007-08-23 04:00:00,2007-08-23 12:30:00,2007-08-23 12:23:00,2007-08-23 12:25:00,366,,,,,,,
2007-08-24,O,2007-08-24 04:00:00,2007-08-24 12:30:00,2007-08-24 12:23:00,2007-08-24 12:25:00,365,,,,,,,
2007-08-27,X,,,,,,,,,,,,
2007-08-28,O,2007-08-28 04:00:00,2007-08-28 12:30:00,2007-08-28 12:23:00,2007-08-28 12:25:00,364,,,,,,,
2007-08-29,O,2007-08-29 04:00:00,2007-08-29 12:30:00,2007-08-29 12:23:00,2007-08-29 12:25:00,363,,,,,,,
2007-08-30,O,2007-08-30 04:00:00,2007-08-30 12:30:00,2007-08-30 12:23:00,2007-08-30 12:25:00,362,,,,,,,
2007-08-31,O,2007-08-31 04:00:00,2007-08-31 12:30:00,2007-08-31 12:23:00,2007-08-31 12:25:00,361,,,,,,,
2007-09-03,O,2007-09-03 04:00:00,2007-09-03 12:30:00,2007-09-03 12:23:00,2007-09-03 12:25:00,360,,,,,,,
2007-09-04,O,2007-09-04 04:00:00,2007-09-04 12:30:00,2007-09-04 12:23:00,2007-09-04 12:25:00,359,,,,,,,
2007-09-05,O,2007-09-05 04:00:00,2007-09-05 12:30:00,2007-09-05 12:23:00,2007-09-05 12:25:00,358,,,,,,,
2007-09-06,O,2007-09-06 04:00:00,2007-09-06 12:30:00,2007-09-06 12:23:00,2007-09-06 12:25:00,357,,,,,,,
2007-09-07,O,2007-09-07 04:00:00,2007-09-07 12:30:00,2007-09-07 12:23:00,2007-09-07 12:25:00,356,,,,,,,
2007-09-10,O,2007-09-10 04:00:00,2007-09-10 12:30:00,2007-09-10 12:23:00,2007-09-10 12:25:00,355,,,,,,,
2007-09-11,O,2007-09-11 04:00:00,2007-09-11 12:30:00,2007-09-11 12:23:00,2007-09-11 12:25:00,354,,,,,,,
2007-09-12,O,2007-09-12 04:00:00,2007-09-12 12:30:00,2007-09-12 12:23:00,2007-09-12 12:25:00,353,,,,,,,
2007-09-13,O,2007-09-13 04:00:00,2007-09-13 12:30:00,2007-09-13 12:23:00,2007-09-13 12:25:00,352,,,,,,,
2007-09-14,O,2007-09-14 04:00:00,2007-09-14 12:30:00,2007-09-14 12:23:00,2007-09-14 12:25:00,351,,,,,,,
2007-09-17,O,2007-09-17 04:00:00,2007-09-17 12:30:00,2007-09-17 12:23:00,2007-09-17 12:25:00,350,,,,,,,
2007-09-18,O,2007-09-18 04:00:00,2007-09-18 12:30:00,2007-09-18 12:23:00,2007-09-18 12:25:00,349,,,,,,,
2007-09-19,O,2007-09-19 04:00:00,2007-09-19 12:30:00,2007-09-19 12:23:00,2007-09-19 12:25:00,348,,,,,,,
2007-09-20,O,2007-09-20 04:00:00,2007-09-20 12:30:00,2007-09-20 12:23:00,2007-09-20 12:25:00,347,,,,,,,
2007-09-21,O,2007-09-21 04:00:00,2007-09-21 12:30:00,2007-09-21 12:23:00,2007-09-21 12:25:00,346,,,,,,,
2007-09-24,O,2007-09-24 04:00:00,2007-09-24 12:30:00,2007-09-24 12:23:00,2007-09-24 12:25:00,345,,,,,,,
2007-09-25,O,2007-09-25 04:00:00,2007-09-25 12:30:00,2007-09-25 12:23:00,2007-09-25 12:25:00,344,,,,,,,
2007-09-26,O,2007-09-26 04:00:00,2007-09-26 12:30:00,2007-09-26 12:23:00,2007-09-26 12:25:00,343,,,,,,,
2007-09-27,O,2007-09-27 04:00:00,2007-09-27 12:30:00,2007-09-27 12:23:00,2007-09-27 12:25:00,342,,,,,,,
2007-09-28,O,2007-09-28 04:00:00,2007-09-28 12:30:00,2007-09-28 12:23:00,2007-09-28 12:25:00,341,,,,,,,
2007-10-01,O,2007-10-01 04:00:00,2007-10-01 12:30:00,2007-10-01 12:23:00,2007-10-01 12:25:00,340,,,,,,,
2007-10-02,O,2007-10-02 04:00:00,2007-10-02 12:30:00,2007-10-02 12:23:00,2007-10-02 12:25:00,339,,,,,,,
2007-10-03,O,2007-10-03 04:00:00,2007-10-03 12:30:00,2007-10-03 12:23:00,2007-10-03 12:25:00,338,,,,,,,
2007-10-04,O,2007-10-04 04:00:00,2007-10-04 12:30:00,2007-10-04 12:23:00,2007-10-04 12:25:00,337,,,,,,,
2007-10-05,O,2007-10-05 04:00:00,2007-10-05 12:30:00,2007-10-05 12:23:00,2007-10-05 12:25:00,336,,,,,,,
2007-10-08,O,2007-10-08 04:00:00,2007-10-08 12:30:00,2007-10-08 12:23:00,2007-10-08 12:25:00,335,,,,,,,
2007-10-09,O,2007-10-09 04:00:00,2007-10-09 12:30:00,2007-10-09 12:23:00,2007-10-09 12:25:00,334,,,,,,,
2007-10-10,O,2007-10-10 04:00:00,2007-10-10 12:30:00,2007-10-10 12:23:00,2007-10-10 12:25:00,333,,,,,,,
2007-10-11,O,2007-10-11 04:00:00,2007-10-11 12:30:00,2007-10-11 12:23:00,2007-10-11 12:25:00,332,,,,,,,
2007-10-12,O,2007-10-12 04:00:00,2007-10-12 12:30:00,2007-10-12 12:23:00,2007-10-12 12:25:00,331,,,,,,,
2007-10-15,O,2007-10-15 04:00:00,2007-10-15 12:30:00,2007-10-15 12:23:00,2007-10-15 12:25:00,330,,,,,,,
2007-10-16,O,2007-10-16 04:00:00,2007-10-16 12:30:00,2007-10-16 12:23:00,2007-10-16 12:25:00,329,,,,,,,
2007-10-17,O,2007-10-17 04:00:00,2007-10-17 12:30:00,2007-10-17 12:23:00,2007-10-17 12:25:00,328,,,,,,,
2007-10-18,O,2007-10-18 04:00:00,2007-10-18 12:30:00,2007-10-18 12:23:00,2007-10-18 12:25:00,327,,,,,,,
2007-10-19,O,2007-10-19 04:00:00,2007-10-19 12:30:00,2007-10-19 12:23:00,2007-10-19 12:25:00,326,,,,,,,
2007-10-22,O,2007-10-22 04:00:00,2007-10-22 12:30:00,2007-10-22 12:23:00,2007-10-22 12:25:00,325,,,,,,,
2007-10-23,O,2007-10-23 04:00:00,2007-10-23 12:30:00,2007-10-23 12:23:00,2007-10-23 12:25:00,324,,,,,,,
2007-10-24,O,2007-10-24 04:00:00,2007-10-24 12:30:00,2007-10-24 12:23:00,2007-10-24 12:25:00,323,,,,,,,
2007-10-25,O,2007-10-25 04:00:00,2007-10-25 12:30:00,2007-10-25 12:23:00,2007-10-25 12:25:00,322,,,,,,,
2007-10-26,O,2007-10-26 04:00:00,2007-10-26 12:30:00,2007-10-26 12:23:00,2007-10-26 12:25:00,321,,,,,,,
2007-10-29,O,2007-10-29 05:00:00,2007-10-29 13:30:00,2007-10-29 13:23:00,2007-10-29 13:25:00,320,,,,,,,
2007-10-30,O,2007-10-30 05:00:00,2007-10-30 13:30:00,2007-10-30 13:23:00,2007-10-30 13:25:00,319,,,,,,,
2007-10-31,O,2007-10-31 05:00:00,2007-10-31 13:30:00,2007-10-31 13:23:00,2007-10-31 13:25:00,318,,,,,,,
2007-11-01,O,2007-11-01 05:00:00,2007-11-01 13:30:00,2007-11-01 13:23:00,2007-11-01 13:25:00,317,,,,,,,
2007-11-02,O,2007-11-02 05:00:00,2007-11-02 13:30:00,2007-11-02 13:23:00,2007-11-02 13:25:00,316,,,,,,,
2007-11-05,O,2007-11-05 04:00:00,2007-11-05 12:30:00,2007-11-05 12:23:00,2007-11-05 12:25:00,315,,,,,,,
2007-11-06,O,2007-11-06 04:00:00,2007-11-06 12:30:00,2007-11-06 12:23:00,2007-11-06 12:25:00,314,,,,,,,
2007-11-07,O,2007-11-07 04:00:00,2007-11-07 12:30:00,2007-11-07 12:23:00,2007-11-07 12:25:00,313,,,,,,,
2007-11-08,O,2007-11-08 04:00:00,2007-11-08 12:30:00,2007-11-08 12:23:00,2007-11-08 12:25:00,312,,,,,,,
2007-11-09,O,2007-11-09 04:00:00,2007-11-09 12:30:00,2007-11-09 12:23:00,2007-11-09 12:25:00,311,,,,,,,
2007-11-12,O,2007-11-12 04:00:00,2007-11-12 12:30:00,2007-11-12 12:23:00,2007-11-12 12:25:00,310,,,,,,,
2007-11-13,O,2007-11-13 04:00:00,2007-11-13 12:30:00,2007-11-13 12:23:00,2007-11-13 12:25:00,309,,,,,,,
2007-11-14,O,2007-11-14 04:00:00,2007-11-14 12:30:00,2007-11-14 12:23:00,2007-11-14 12:25:00,308,,,,,,,
2007-11-15,O,2007-11-15 04:00:00,2007-11-15 12:30:00,2007-11-15 12:23:00,2007-11-15 12:25:00,307,,,,,,,
2007-11-16,O,2007-11-16 04:00:00,2007-11-16 12:30:00,2007-11-16 12:23:00,2007-11-16 12:25:00,306,,,,,,,
2007-11-19,O,2007-11-19 04:00:00,2007-11-19 12:30:00,2007-11-19 12:23:00,2007-11-19 12:25:00,305,,,,,,,
2007-11-20,O,2007-11-20 04:00:00,2007-11-20 12:30:00,2007-11-20 12:23:00,2007-11-20 12:25:00,304,,,,,,,
2007-11-21,O,2007-11-21 04:00:00,2007-11-21 12:30:00,2007-11-21 12:23:00,2007-11-21 12:25:00,303,,,,,,,
2007-11-22,O,2007-11-22 04:00:00,2007-11-22 12:30:00,2007-11-22 12:23:00,2007-11-22 12:25:00,302,,,,,,,
2007-11-23,O,2007-11-23 04:00:00,2007-11-23 12:30:00,2007-11-23 12:23:00,2007-11-23 12:25:00,301,,,,,,,
2007-11-26,O,2007-11-26 04:00:00,2007-11-26 12:30:00,2007-11-26 12:23:00,2007-11-26 12:25:00,300,,,,,,,
2007-11-27,O,2007-11-27 04:00:00,2007-11-27 12:30:00,2007-11-27 12:23:00,2007-11-27 12:25:00,299,,,,,,,
2007-11-28,O,2007-11-28 04:00:00,2007-11-28 12:30:00,2007-11-28 12:23:00,2007-11-28 12:25:00,298,,,,,,,
2007-11-29,O,2007-11-29 04:00:00,2007-11-29 12:30:00,2007-11-29 12:23:00,2007-11-29 12:25:00,297,,,,,,,
2007-11-30,O,2007-11-30 04:00:00,2007-11-30 12:30:00,2007-11-30 12:23:00,2007-11-30 12:25:00,296,,,,,,,
2007-12-03,O,2007-12-03 04:00:00,2007-12-03 12:30:00,2007-12-03 12:23:00,2007-12-03 12:25:00,295,,,,,,,
2007-12-04,O,2007-12-04 04:00:00,2007-12-04 12:30:00,2007-12-04 12:23:00,2007-12-04 12:25:00,294,,,,,,,
2007-12-05,O,2007-12-05 04:00:00,2007-12-05 12:30:00,2007-12-05 12:23:00,2007-12-05 12:25:00,293,,,,,,,
2007-12-06,O,2007-12-06 04:00:00,2007-12-06 12:30:00,2007-12-06 12:23:00,2007-12-06 12:25:00,292,,,,,,,
2007-12-07,O,2007-12-07 04:00:00,2007-12-07 12:30:00,2007-12-07 12:23:00,2007-12-07 12:25:00,291,,,,,,,
2007-12-10,O,2007-12-10 04:00:00,2007-12-10 12:30:00,2007-12-10 12:23:00,2007-12-10 12:25:00,290,,,,,,,
2007-12-11,O,2007-12-11 04:00:00,2007-12-11 12:30:00,2007-12-11 12:23:00,2007-12-11 12:25:00,289,,,,,,,
2007-12-12,O,2007-12-12 04:00:00,2007-12-12 12:30:00,2007-12-12 12:23:00,2007-12-12 12:25:00,288,,,,,,,
2007-12-13,O,2007-12-13 04:00:00,2007-12-13 12:30:00,2007-12-13 12:23:00,2007-12-13 12:25:00,287,,,,,,,
2007-12-14,O,2007-12-14 04:00:00,2007-12-14 12:30:00,2007-12-14 12:23:00,2007-12-14 12:25:00,286,,,,,,,
2007-12-17,O,2007-12-17 04:00:00,2007-12-17 12:30:00,2007-12-17 12:23:00,2007-12-17 12:25:00,285,,,,,,,
2007-12-18,O,2007-12-18 04:00:00,2007-12-18 12:30:00,2007-12-18 12:23:00,2007-12-18 12:25:00,284,,,,,,,
2007-12-19,O,2007-12-19 04:00:00,2007-12-19 12:30:00,2007-12-19 12:23:00,2007-12-19 12:25:00,283,,,,,,,
2007-12-20,O,2007-12-20 04:00:00,2007-12-20 12:30:00,2007-12-20 12:23:00,2007-12-20 12:25:00,282,,,,,,,
2007-12-21,O,2007-12-21 04:00:00,2007-12-21 12:30:00,2007-12-21 12:23:00,2007-12-21 12:25:00,281,,,,,,,
2007-12-24,O,2007-12-24 04:00:00,2007-12-24 12:30:00,2007-12-24 12:23:00,2007-12-24 12:25:00,280,,,,,,,
2007-12-25,X,,,,,,,,,,,,
2007-12-26,X,,,,,,,,,,,,
2007-12-27,O,2007-12-27 04:00:00,2007-12-27 12:30:00,2007-12-27 12:23:00,2007-12-27 12:25:00,279,,,,,,,
2007-12-28,O,2007-12-28 04:00:00,2007-12-28 12:30:00,2007-12-28 12:23:00,2007-12-28 12:25:00,278,,,,,,,
2007-12-31,O,2007-12-31 04:00:00,2007-12-31 12:30:00,2007-12-31 12:23:00,2007-12-31 12:25:00,277,,,,,,,
2008-01-01,X,,,,,,,,,,,,
2008-01-02,O,2008-01-02 04:00:00,2008-01-02 12:30:00,2008-01-02 12:23:00,2008-01-02 12:25:00,276,,,,,,,
2008-01-03,O,2008-01-03 04:00:00,2008-01-03 12:30:00,2008-01-03 12:23:00,2008-01-03 12:25:00,275,,,,,,,
2008-01-04,O,2008-01-04 04:00:00,2008-01-04 12:30:00,2008-01-04 12:23:00,2008-01-04 12:25:00,274,,,,,,,
2008-01-07,O,2008-01-07 04:00:00,2008-01-07 12:30:00,2008-01-07 12:23:00,2008-01-07 12:25:00,273,,,,,,,
2008-01-08,O,2008-01-08 04:00:00,2008-01-08 12:30:00,2008-01-08 12:23:00,2008-01-08 12:25:00,272,,,,,,,
2008-01-09,O,2008-01-09 04:00:00,2008-01-09 12:30:00,2008-01-09 12:23:00,2008-01-09 12:25:00,271,,,,,,,
2008-01-10,O,2008-01-10 04:00:00,2008-01-10 12:30:00,2008-01-10 12:23:00,2008-01-10 12:25:00,270,,,,,,,
2008-01-11,O,2008-01-11 04:00:00,2008-01-11 12:30:00,2008-01-11 12:23:00,2008-01-11 12:25:00,269,,,,,,,
2008-01-14,O,2008-01-14 04:00:00,2008-01-14 12:30:00,2008-01-14 12:23:00,2008-01-14 12:25:00,192,,200811,200901,200903,200905,200907,200909
2008-01-15,O,2008-01-15 04:00:00,2008-01-15 12:30:00,2008-01-15 12:23:00,2008-01-15 12:25:00,191,,200811,200901,200903,200905,200907,200909
2008-01-16,O,2008-01-16 04:00:00,2008-01-16 12:30:00,2008-01-16 12:23:00,2008-01-16 12:25:00,190,,200811,200901,200903,200905,200907,200909
2008-01-17,O,2008-01-17 04:00:00,2008-01-17 12:30:00,2008-01-17 12:23:00,2008-01-17 12:25:00,189,,200811,200901,200903,200905,200907,200909
2008-01-18,O,2008-01-18 04:00:00,2008-01-18 12:30:00,2008-01-18 12:23:00,2008-01-18 12:25:00,188,,200811,200901,200903,200905,200907,200909
2008-01-21,O,2008-01-21 04:00:00,2008-01-21 12:30:00,2008-01-21 12:23:00,2008-01-21 12:25:00,187,,200811,200901,200903,200905,200907,200909
2008-01-22,O,2008-01-22 04:00:00,2008-01-22 12:30:00,2008-01-22 12:23:00,2008-01-22 12:25:00,186,,200811,200901,200903,200905,200907,200909
2008-01-23,O,2008-01-23 04:00:00,2008-01-23 12:30:00,2008-01-23 12:23:00,2008-01-23 12:25:00,185,,200811,200901,200903,200905,200907,200909
2008-01-24,O,2008-01-24 04:00:00,2008-01-24 12:30:00,2008-01-24 12:23:00,2008-01-24 12:25:00,184,,200811,200901,200903,200905,200907,200909
2008-01-25,O,2008-01-25 04:00:00,2008-01-25 12:30:00,2008-01-25 12:23:00,2008-01-25 12:25:00,183,,200811,200901,200903,200905,200907,200909
2008-01-28,O,2008-01-28 04:00:00,2008-01-28 12:30:00,2008-01-28 12:23:00,2008-01-28 12:25:00,182,,200811,200901,200903,200905,200907,200909
2008-01-29,O,2008-01-29 04:00:00,2008-01-29 12:30:00,2008-01-29 12:23:00,2008-01-29 12:25:00,181,,200811,200901,200903,200905,200907,200909
2008-01-30,O,2008-01-30 04:00:00,2008-01-30 12:30:00,2008-01-30 12:23:00,2008-01-30 12:25:00,180,,200811,200901,200903,200905,200907,200909
2008-01-31,O,2008-01-31 04:00:00,2008-01-31 12:30:00,2008-01-31 12:23:00,2008-01-31 12:25:00,179,,200811,200901,200903,200905,200907,200909
2008-02-01,O,2008-02-01 04:00:00,2008-02-01 12:30:00,2008-02-01 12:23:00,2008-02-01 12:25:00,178,,200811,200901,200903,200905,200907,200909
2008-02-04,O,2008-02-04 04:00:00,2008-02-04 12:30:00,2008-02-04 12:23:00,2008-02-04 12:25:00,177,,200811,200901,200903,200905,200907,200909
2008-02-05,O,2008-02-05 04:00:00,2008-02-05 12:30:00,2008-02-05 12:23:00,2008-02-05 12:25:00,176,,200811,200901,200903,200905,200907,200909
2008-02-06,O,2008-02-06 04:00:00,2008-02-06 12:30:00,2008-02-06 12:23:00,2008-02-06 12:25:00,175,,200811,200901,200903,200905,200907,200909
2008-02-07,O,2008-02-07 04:00:00,2008-02-07 12:30:00,2008-02-07 12:23:00,2008-02-07 12:25:00,174,,200811,200901,200903,200905,200907,200909
2008-02-08,O,2008-02-08 04:00:00,2008-02-08 12:30:00,2008-02-08 12:23:00,2008-02-08 12:25:00,173,,200811,200901,200903,200905,200907,200909
2008-02-11,O,2008-02-11 04:00:00,2008-02-11 12:30:00,2008-02-11 12:23:00,2008-02-11 12:25:00,172,,200811,200901,200903,200905,200907,200909
2008-02-12,O,2008-02-12 04:00:00,2008-02-12 12:30:00,2008-02-12 12:23:00,2008-02-12 12:25:00,171,,200811,200901,200903,200905,200907,200909
2008-02-13,O,2008-02-13 04:00:00,2008-02-13 12:30:00,2008-02-13 12:23:00,2008-02-13 12:25:00,170,,200811,200901,200903,200905,200907,200909
2008-02-14,O,2008-02-14 04:00:00,2008-02-14 12:30:00,2008-02-14 12:23:00,2008-02-14 12:25:00,169,,200811,200901,200903,200905,200907,200909
2008-02-15,O,2008-02-15 04:00:00,2008-02-15 12:30:00,2008-02-15 12:23:00,2008-02-15 12:25:00,168,,200811,200901,200903,200905,200907,200909
2008-02-18,O,2008-02-18 04:00:00,2008-02-18 12:30:00,2008-02-18 12:23:00,2008-02-18 12:25:00,167,,200811,200901,200903,200905,200907,200909
2008-02-19,O,2008-02-19 04:00:00,2008-02-19 12:30:00,2008-02-19 12:23:00,2008-02-19 12:25:00,166,,200811,200901,200903,200905,200907,200909
2008-02-20,O,2008-02-20 04:00:00,2008-02-20 12:30:00,2008-02-20 12:23:00,2008-02-20 12:25:00,165,,200811,200901,200903,200905,200907,200909
2008-02-21,O,2008-02-21 04:00:00,2008-02-21 12:30:00,2008-02-21 12:23:00,2008-02-21 12:25:00,164,,200811,200901,200903,200905,200907,200909
2008-02-22,O,2008-02-22 04:00:00,2008-02-22 12:30:00,2008-02-22 12:23:00,2008-02-22 12:25:00,163,,200811,200901,200903,200905,200907,200909
2008-02-25,O,2008-02-25 04:00:00,2008-02-25 12:30:00,2008-02-25 12:23:00,2008-02-25 12:25:00,162,,200811,200901,200903,200905,200907,200909
2008-02-26,O,2008-02-26 04:00:00,2008-02-26 12:30:00,2008-02-26 12:23:00,2008-02-26 12:25:00,161,,200811,200901,200903,200905,200907,200909
2008-02-27,O,2008-02-27 04:00:00,2008-02-27 12:30:00,2008-02-27 12:23:00,2008-02-27 12:25:00,160,,200811,200901,200903,200905,200907,200909
2008-02-28,O,2008-02-28 04:00:00,2008-02-28 12:30:00,2008-02-28 12:23:00,2008-02-28 12:25:00,159,,200811,200901,200903,200905,200907,200909
2008-02-29,O,2008-02-29 04:00:00,2008-02-29 12:30:00,2008-02-29 12:23:00,2008-02-29 12:25:00,158,,200811,200901,200903,200905,200907,200909
2008-03-03,O,2008-03-03 04:00:00,2008-03-03 12:30:00,2008-03-03 12:23:00,2008-03-03 12:25:00,157,,200811,200901,200903,200905,200907,200909
2008-03-04,O,2008-03-04 04:00:00,2008-03-04 12:30:00,2008-03-04 12:23:00,2008-03-04 12:25:00,156,,200811,200901,200903,200905,200907,200909
2008-03-05,O,2008-03-05 04:00:00,2008-03-05 12:30:00,2008-03-05 12:23:00,2008-03-05 12:25:00,155,,200811,200901,200903,200905,200907,200909
2008-03-06,O,2008-03-06 04:00:00,2008-03-06 12:30:00,2008-03-06 12:23:00,2008-03-06 12:25:00,154,,200811,200901,200903,200905,200907,200909
2008-03-07,O,2008-03-07 04:00:00,2008-03-07 12:30:00,2008-03-07 12:23:00,2008-03-07 12:25:00,153,,200811,200901,200903,200905,200907,200909
2008-03-10,O,2008-03-10 05:00:00,2008-03-10 13:30:00,2008-03-10 13:23:00,2008-03-10 13:25:00,152,,200811,200901,200903,200905,200907,200909
2008-03-11,O,2008-03-11 05:00:00,2008-03-11 13:30:00,2008-03-11 13:23:00,2008-03-11 13:25:00,151,,200811,200901,200903,200905,200907,200909
2008-03-12,O,2008-03-12 05:00:00,2008-03-12 13:30:00,2008-03-12 13:23:00,2008-03-12 13:25:00,150,,200811,200901,200903,200905,200907,200909
2008-03-13,O,2008-03-13 05:00:00,2008-03-13 13:30:00,2008-03-13 13:23:00,2008-03-13 13:25:00,149,,200811,200901,200903,200905,200907,200909
2008-03-14,O,2008-03-14 05:00:00,2008-03-14 13:30:00,2008-03-14 13:23:00,2008-03-14 13:25:00,148,,200811,200901,200903,200905,200907,200909
2008-03-17,O,2008-03-17 05:00:00,2008-03-17 13:30:00,2008-03-17 13:23:00,2008-03-17 13:25:00,147,,200811,200901,200903,200905,200907,200909
2008-03-18,O,2008-03-18 05:00:00,2008-03-18 13:30:00,2008-03-18 13:23:00,2008-03-18 13:25:00,146,,200811,200901,200903,200905,200907,200909
2008-03-19,O,2008-03-19 05:00:00,2008-03-19 13:30:00,2008-03-19 13:23:00,2008-03-19 13:25:00,145,,200811,200901,200903,200905,200907,200909
2008-03-20,O,2008-03-20 05:00:00,2008-03-20 13:30:00,2008-03-20 13:23:00,2008-03-20 13:25:00,144,,200811,200901,200903,200905,200907,200909
2008-03-21,X,,,,,,,,,,,,
2008-03-24,X,,,,,,,,,,,,
2008-03-25,O,2008-03-25 05:00:00,2008-03-25 13:30:00,2008-03-25 13:23:00,2008-03-25 13:25:00,143,,200811,200901,200903,200905,200907,200909
2008-03-26,O,2008-03-26 05:00:00,2008-03-26 13:30:00,2008-03-26 13:23:00,2008-03-26 13:25:00,142,,200811,200901,200903,200905,200907,200909
2008-03-27,O,2008-03-27 05:00:00,2008-03-27 13:30:00,2008-03-27 13:23:00,2008-03-27 13:25:00,141,,200811,200901,200903,200905,200907,200909
2008-03-28,O,2008-03-28 05:00:00,2008-03-28 13:30:00,2008-03-28 13:23:00,2008-03-28 13:25:00,140,,200811,200901,200903,200905,200907,200909
2008-03-31,O,2008-03-31 04:00:00,2008-03-31 12:30:00,2008-03-31 12:23:00,2008-03-31 12:25:00,139,,200811,200901,200903,200905,200907,200909
2008-04-01,O,2008-04-01 04:00:00,2008-04-01 12:30:00,2008-04-01 12:23:00,2008-04-01 12:25:00,138,,200811,200901,200903,200905,200907,200909
2008-04-02,O,2008-04-02 04:00:00,2008-04-02 12:30:00,2008-04-02 12:23:00,2008-04-02 12:25:00,137,,200811,200901,200903,200905,200907,200909
2008-04-03,O,2008-04-03 04:00:00,2008-04-03 12:30:00,2008-04-03 12:23:00,2008-04-03 12:25:00,136,,200811,200901,200903,200905,200907,200909
2008-04-04,O,2008-04-04 04:00:00,2008-04-04 12:30:00,2008-04-04 12:23:00,2008-04-04 12:25:00,135,,200811,200901,200903,200905,200907,200909
2008-04-07,O,2008-04-07 04:00:00,2008-04-07 12:30:00,2008-04-07 12:23:00,2008-04-07 12:25:00,134,,200811,200901,200903,200905,200907,200909
2008-04-08,O,2008-04-08 04:00:00,2008-04-08 12:30:00,2008-04-08 12:23:00,2008-04-08 12:25:00,133,,200811,200901,200903,200905,200907,200909
2008-04-09,O,2008-04-09 04:00:00,2008-04-09 12:30:00,2008-04-09 12:23:00,2008-04-09 12:25:00,132,,200811,200901,200903,200905,200907,200909
2008-04-10,O,2008-04-10 04:00:00,2008-04-10 12:30:00,2008-04-10 12:23:00,2008-04-10 12:25:00,131,,200811,200901,200903,200905,200907,200909
2008-04-11,O,2008-04-11 04:00:00,2008-04-11 12:30:00,2008-04-11 12:23:00,2008-04-11 12:25:00,130,,200811,200901,200903,200905,200907,200909
2008-04-14,O,2008-04-14 04:00:00,2008-04-14 12:30:00,2008-04-14 12:23:00,2008-04-14 12:25:00,129,,200811,200901,200903,200905,200907,200909
2008-04-15,O,2008-04-15 04:00:00,2008-04-15 12:30:00,2008-04-15 12:23:00,2008-04-15 12:25:00,128,,200811,200901,200903,200905,200907,200909
2008-04-16,O,2008-04-16 04:00:00,2008-04-16 12:30:00,2008-04-16 12:23:00,2008-04-16 12:25:00,127,,200811,200901,200903,200905,200907,200909
2008-04-17,O,2008-04-17 04:00:00,2008-04-17 12:30:00,2008-04-17 12:23:00,2008-04-17 12:25:00,126,,200811,200901,200903,200905,200907,200909
2008-04-18,O,2008-04-18 04:00:00,2008-04-18 12:30:00,2008-04-18 12:23:00,2008-04-18 12:25:00,125,,200811,200901,200903,200905,200907,200909
2008-04-21,O,2008-04-21 04:00:00,2008-04-21 12:30:00,2008-04-21 12:23:00,2008-04-21 12:25:00,124,,200811,200901,200903,200905,200907,200909
2008-04-22,O,2008-04-22 04:00:00,2008-04-22 12:30:00,2008-04-22 12:23:00,2008-04-22 12:25:00,123,,200811,200901,200903,200905,200907,200909
