date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,Soybeans_N0,Soybeans_N1,Soybeans_N2,Soybeans_N3,Soybeans_N4,Soybeans_N5,Soybeans_N6
1994-11-16,O,1994-11-15 20:00:00,1994-11-16 14:20:00,1994-11-16 14:14:00,1994-11-16 14:15:00,25,199411,199501,199503,199505,199507,199511,199601
1994-11-17,O,1994-11-16 20:00:00,1994-11-17 14:20:00,1994-11-17 14:14:00,1994-11-17 14:15:00,24,199411,199501,199503,199505,199507,199511,199601
1994-11-18,O,1994-11-17 20:00:00,1994-11-18 14:20:00,1994-11-18 14:14:00,1994-11-18 14:15:00,23,199411,199501,199503,199505,199507,199511,199601
1994-11-21,O,1994-11-20 20:00:00,1994-11-21 14:20:00,1994-11-21 14:14:00,1994-11-21 14:15:00,22,,199501,199503,199505,199507,199511,199601
1994-11-22,O,1994-11-21 20:00:00,1994-11-22 14:20:00,1994-11-22 14:14:00,1994-11-22 14:15:00,21,,199501,199503,199505,199507,199511,199601
1994-11-23,O,1994-11-22 20:00:00,1994-11-23 14:20:00,1994-11-23 14:14:00,1994-11-23 14:15:00,20,,199501,199503,199505,199507,199511,199601
1994-11-24,X,,,,,,,,,,,,
1994-11-25,O,1994-11-24 20:00:00,1994-11-25 14:20:00,1994-11-25 14:14:00,1994-11-25 14:15:00,19,,199501,199503,199505,199507,199511,199601
1994-11-28,O,1994-11-27 20:00:00,1994-11-28 14:20:00,1994-11-28 14:14:00,1994-11-28 14:15:00,18,,199501,199503,199505,199507,199511,199601
1994-11-29,O,1994-11-28 20:00:00,1994-11-29 14:20:00,1994-11-29 14:14:00,1994-11-29 14:15:00,17,,199501,199503,199505,199507,199511,199601
1994-11-30,O,1994-11-29 20:00:00,1994-11-30 14:20:00,1994-11-30 14:14:00,1994-11-30 14:15:00,16,,199501,199503,199505,199507,199511,199601
1994-12-01,O,1994-11-30 20:00:00,1994-12-01 14:20:00,1994-12-01 14:14:00,1994-12-01 14:15:00,15,,199501,199503,199505,199507,199511,199601
1994-12-02,O,1994-12-01 20:00:00,1994-12-02 14:20:00,1994-12-02 14:14:00,1994-12-02 14:15:00,14,,199501,199503,199505,199507,199511,199601
1994-12-05,O,1994-12-04 20:00:00,1994-12-05 14:20:00,1994-12-05 14:14:00,1994-12-05 14:15:00,13,,199501,199503,199505,199507,199511,199601
1994-12-06,O,1994-12-05 20:00:00,1994-12-06 14:20:00,1994-12-06 14:14:00,1994-12-06 14:15:00,12,,199501,199503,199505,199507,199511,199601
1994-12-07,O,1994-12-06 20:00:00,1994-12-07 14:20:00,1994-12-07 14:14:00,1994-12-07 14:15:00,11,,199501,199503,199505,199507,199511,199601
1994-12-08,O,1994-12-07 20:00:00,1994-12-08 14:20:00,1994-12-08 14:14:00,1994-12-08 14:15:00,10,,199501,199503,199505,199507,199511,199601
1994-12-09,O,1994-12-08 20:00:00,1994-12-09 14:20:00,1994-12-09 14:14:00,1994-12-09 14:15:00,9,,199501,199503,199505,199507,199511,199601
1994-12-12,O,1994-12-11 20:00:00,1994-12-12 14:20:00,1994-12-12 14:14:00,1994-12-12 14:15:00,8,,199501,199503,199505,199507,199511,199601
1994-12-13,O,1994-12-12 20:00:00,1994-12-13 14:20:00,1994-12-13 14:14:00,1994-12-13 14:15:00,7,,199501,199503,199505,199507,199511,199601
1994-12-14,O,1994-12-13 20:00:00,1994-12-14 14:20:00,1994-12-14 14:14:00,1994-12-14 14:15:00,6,,199501,199503,199505,199507,199511,199601
1994-12-15,O,1994-12-14 20:00:00,1994-12-15 14:20:00,1994-12-15 14:14:00,1994-12-15 14:15:00,5,,199501,199503,199505,199507,199511,199601
1994-12-16,O,1994-12-15 20:00:00,1994-12-16 14:20:00,1994-12-16 14:14:00,1994-12-16 14:15:00,4,,199501,199503,199505,199507,199511,199601
1994-12-19,O,1994-12-18 20:00:00,1994-12-19 14:20:00,1994-12-19 14:14:00,1994-12-19 14:15:00,3,,199501,199503,199505,199507,199511,199601
1994-12-20,O,1994-12-19 20:00:00,1994-12-20 14:20:00,1994-12-20 14:14:00,1994-12-20 14:15:00,2,,199501,199503,199505,199507,199511,199601
1994-12-21,O,1994-12-20 20:00:00,1994-12-21 14:20:00,1994-12-21 14:14:00,1994-12-21 14:15:00,1,,199501,199503,199505,199507,199511,199601
1994-12-22,O,1994-12-21 20:00:00,1994-12-22 14:20:00,1994-12-22 14:14:00,1994-12-22 14:15:00,0,,199501,199503,199505,199507,199511,199601
1994-12-23,O,1994-12-22 20:00:00,1994-12-23 14:20:00,1994-12-23 14:14:00,1994-12-23 14:15:00,39,199501,199503,199505,199507,199511,199601,199603
1994-12-26,X,,,,,,,,,,,,
1994-12-27,O,1994-12-26 20:00:00,1994-12-27 14:20:00,1994-12-27 14:14:00,1994-12-27 14:15:00,38,199501,199503,199505,199507,199511,199601,199603
1994-12-28,O,1994-12-27 20:00:00,1994-12-28 14:20:00,1994-12-28 14:14:00,1994-12-28 14:15:00,37,199501,199503,199505,199507,199511,199601,199603
1994-12-29,O,1994-12-28 20:00:00,1994-12-29 14:20:00,1994-12-29 14:14:00,1994-12-29 14:15:00,36,199501,199503,199505,199507,199511,199601,199603
1994-12-30,O,1994-12-29 20:00:00,1994-12-30 14:20:00,1994-12-30 14:14:00,1994-12-30 14:15:00,35,199501,199503,199505,199507,199511,199601,199603
1995-01-02,X,,,,,,,,,,,,
1995-01-03,O,1995-01-02 20:00:00,1995-01-03 14:20:00,1995-01-03 14:14:00,1995-01-03 14:15:00,34,199501,199503,199505,199507,199511,199601,199603
1995-01-04,O,1995-01-03 20:00:00,1995-01-04 14:20:00,1995-01-04 14:14:00,1995-01-04 14:15:00,33,199501,199503,199505,199507,199511,199601,199603
1995-01-05,O,1995-01-04 20:00:00,1995-01-05 14:20:00,1995-01-05 14:14:00,1995-01-05 14:15:00,32,199501,199503,199505,199507,199511,199601,199603
1995-01-06,O,1995-01-05 20:00:00,1995-01-06 14:20:00,1995-01-06 14:14:00,1995-01-06 14:15:00,31,199501,199503,199505,199507,199511,199601,199603
1995-01-09,O,1995-01-08 20:00:00,1995-01-09 14:20:00,1995-01-09 14:14:00,1995-01-09 14:15:00,30,199501,199503,199505,199507,199511,199601,199603
1995-01-10,O,1995-01-09 20:00:00,1995-01-10 14:20:00,1995-01-10 14:14:00,1995-01-10 14:15:00,29,199501,199503,199505,199507,199511,199601,199603
1995-01-11,O,1995-01-10 20:00:00,1995-01-11 14:20:00,1995-01-11 14:14:00,1995-01-11 14:15:00,28,199501,199503,199505,199507,199511,199601,199603
1995-01-12,O,1995-01-11 20:00:00,1995-01-12 14:20:00,1995-01-12 14:14:00,1995-01-12 14:15:00,27,199501,199503,199505,199507,199511,199601,199603
1995-01-13,O,1995-01-12 20:00:00,1995-01-13 14:20:00,1995-01-13 14:14:00,1995-01-13 14:15:00,26,199501,199503,199505,199507,199511,199601,199603
1995-01-16,O,1995-01-15 20:00:00,1995-01-16 14:20:00,1995-01-16 14:14:00,1995-01-16 14:15:00,25,199501,199503,199505,199507,199511,199601,199603
1995-01-17,O,1995-01-16 20:00:00,1995-01-17 14:20:00,1995-01-17 14:14:00,1995-01-17 14:15:00,24,199501,199503,199505,199507,199511,199601,199603
1995-01-18,O,1995-01-17 20:00:00,1995-01-18 14:20:00,1995-01-18 14:14:00,1995-01-18 14:15:00,23,199501,199503,199505,199507,199511,199601,199603
1995-01-19,O,1995-01-18 20:00:00,1995-01-19 14:20:00,1995-01-19 14:14:00,1995-01-19 14:15:00,22,199501,199503,199505,199507,199511,199601,199603
1995-01-20,O,1995-01-19 20:00:00,1995-01-20 14:20:00,1995-01-20 14:14:00,1995-01-20 14:15:00,21,199501,199503,199505,199507,199511,199601,199603
1995-01-23,O,1995-01-22 20:00:00,1995-01-23 14:20:00,1995-01-23 14:14:00,1995-01-23 14:15:00,20,,199503,199505,199507,199511,199601,199603
1995-01-24,O,1995-01-23 20:00:00,1995-01-24 14:20:00,1995-01-24 14:14:00,1995-01-24 14:15:00,19,,199503,199505,199507,199511,199601,199603
1995-01-25,O,1995-01-24 20:00:00,1995-01-25 14:20:00,1995-01-25 14:14:00,1995-01-25 14:15:00,18,,199503,199505,199507,199511,199601,199603
1995-01-26,O,1995-01-25 20:00:00,1995-01-26 14:20:00,1995-01-26 14:14:00,1995-01-26 14:15:00,17,,199503,199505,199507,199511,199601,199603
1995-01-27,O,1995-01-26 20:00:00,1995-01-27 14:20:00,1995-01-27 14:14:00,1995-01-27 14:15:00,16,,199503,199505,199507,199511,199601,199603
1995-01-30,O,1995-01-29 20:00:00,1995-01-30 14:20:00,1995-01-30 14:14:00,1995-01-30 14:15:00,15,,199503,199505,199507,199511,199601,199603
1995-01-31,O,1995-01-30 20:00:00,1995-01-31 14:20:00,1995-01-31 14:14:00,1995-01-31 14:15:00,14,,199503,199505,199507,199511,199601,199603
1995-02-01,O,1995-01-31 20:00:00,1995-02-01 14:20:00,1995-02-01 14:14:00,1995-02-01 14:15:00,13,,199503,199505,199507,199511,199601,199603
1995-02-02,O,1995-02-01 20:00:00,1995-02-02 14:20:00,1995-02-02 14:14:00,1995-02-02 14:15:00,12,,199503,199505,199507,199511,199601,199603
1995-02-03,O,1995-02-02 20:00:00,1995-02-03 14:20:00,1995-02-03 14:14:00,1995-02-03 14:15:00,11,,199503,199505,199507,199511,199601,199603
1995-02-06,O,1995-02-05 20:00:00,1995-02-06 14:20:00,1995-02-06 14:14:00,1995-02-06 14:15:00,10,,199503,199505,199507,199511,199601,199603
1995-02-07,O,1995-02-06 20:00:00,1995-02-07 14:20:00,1995-02-07 14:14:00,1995-02-07 14:15:00,9,,199503,199505,199507,199511,199601,199603
1995-02-08,O,1995-02-07 20:00:00,1995-02-08 14:20:00,1995-02-08 14:14:00,1995-02-08 14:15:00,8,,199503,199505,199507,199511,199601,199603
1995-02-09,O,1995-02-08 20:00:00,1995-02-09 14:20:00,1995-02-09 14:14:00,1995-02-09 14:15:00,7,,199503,199505,199507,199511,199601,199603
1995-02-10,O,1995-02-09 20:00:00,1995-02-10 14:20:00,1995-02-10 14:14:00,1995-02-10 14:15:00,6,,199503,199505,199507,199511,199601,199603
1995-02-13,O,1995-02-12 20:00:00,1995-02-13 14:20:00,1995-02-13 14:14:00,1995-02-13 14:15:00,5,,199503,199505,199507,199511,199601,199603
1995-02-14,O,1995-02-13 20:00:00,1995-02-14 14:20:00,1995-02-14 14:14:00,1995-02-14 14:15:00,4,,199503,199505,199507,199511,199601,199603
1995-02-15,O,1995-02-14 20:00:00,1995-02-15 14:20:00,1995-02-15 14:14:00,1995-02-15 14:15:00,3,,199503,199505,199507,199511,199601,199603
1995-02-16,O,1995-02-15 20:00:00,1995-02-16 14:20:00,1995-02-16 14:14:00,1995-02-16 14:15:00,2,,199503,199505,199507,199511,199601,199603
1995-02-17,O,1995-02-16 20:00:00,1995-02-17 14:20:00,1995-02-17 14:14:00,1995-02-17 14:15:00,1,,199503,199505,199507,199511,199601,199603
1995-02-20,X,,,,,,,,,,,,
1995-02-21,O,1995-02-20 20:00:00,1995-02-21 14:20:00,1995-02-21 14:14:00,1995-02-21 14:15:00,0,,199503,199505,199507,199511,199601,199603
1995-02-22,O,1995-02-21 20:00:00,1995-02-22 14:20:00,1995-02-22 14:14:00,1995-02-22 14:15:00,41,199503,199505,199507,199511,199601,199603,199605
1995-02-23,O,1995-02-22 20:00:00,1995-02-23 14:20:00,1995-02-23 14:14:00,1995-02-23 14:15:00,40,199503,199505,199507,199511,199601,199603,199605
1995-02-24,O,1995-02-23 20:00:00,1995-02-24 14:20:00,1995-02-24 14:14:00,1995-02-24 14:15:00,39,199503,199505,199507,199511,199601,199603,199605
1995-02-27,O,1995-02-26 20:00:00,1995-02-27 14:20:00,1995-02-27 14:14:00,1995-02-27 14:15:00,38,199503,199505,199507,199511,199601,199603,199605
1995-02-28,O,1995-02-27 20:00:00,1995-02-28 14:20:00,1995-02-28 14:14:00,1995-02-28 14:15:00,37,199503,199505,199507,199511,199601,199603,199605
1995-03-01,O,1995-02-28 20:00:00,1995-03-01 14:20:00,1995-03-01 14:14:00,1995-03-01 14:15:00,36,199503,199505,199507,199511,199601,199603,199605
1995-03-02,O,1995-03-01 20:00:00,1995-03-02 14:20:00,1995-03-02 14:14:00,1995-03-02 14:15:00,35,199503,199505,199507,199511,199601,199603,199605
1995-03-03,O,1995-03-02 20:00:00,1995-03-03 14:20:00,1995-03-03 14:14:00,1995-03-03 14:15:00,34,199503,199505,199507,199511,199601,199603,199605
1995-03-06,O,1995-03-05 20:00:00,1995-03-06 14:20:00,1995-03-06 14:14:00,1995-03-06 14:15:00,33,199503,199505,199507,199511,199601,199603,199605
1995-03-07,O,1995-03-06 20:00:00,1995-03-07 14:20:00,1995-03-07 14:14:00,1995-03-07 14:15:00,32,199503,199505,199507,199511,199601,199603,199605
1995-03-08,O,1995-03-07 20:00:00,1995-03-08 14:20:00,1995-03-08 14:14:00,1995-03-08 14:15:00,31,199503,199505,199507,199511,199601,199603,199605
1995-03-09,O,1995-03-08 20:00:00,1995-03-09 14:20:00,1995-03-09 14:14:00,1995-03-09 14:15:00,30,199503,199505,199507,199511,199601,199603,199605
1995-03-10,O,1995-03-09 20:00:00,1995-03-10 14:20:00,1995-03-10 14:14:00,1995-03-10 14:15:00,29,199503,199505,199507,199511,199601,199603,199605
1995-03-13,O,1995-03-12 20:00:00,1995-03-13 14:20:00,1995-03-13 14:14:00,1995-03-13 14:15:00,28,199503,199505,199507,199511,199601,199603,199605
1995-03-14,O,1995-03-13 20:00:00,1995-03-14 14:20:00,1995-03-14 14:14:00,1995-03-14 14:15:00,27,199503,199505,199507,199511,199601,199603,199605
1995-03-15,O,1995-03-14 20:00:00,1995-03-15 14:20:00,1995-03-15 14:14:00,1995-03-15 14:15:00,26,199503,199505,199507,199511,199601,199603,199605
1995-03-16,O,1995-03-15 20:00:00,1995-03-16 14:20:00,1995-03-16 14:14:00,1995-03-16 14:15:00,25,199503,199505,199507,199511,199601,199603,199605
1995-03-17,O,1995-03-16 20:00:00,1995-03-17 14:20:00,1995-03-17 14:14:00,1995-03-17 14:15:00,24,199503,199505,199507,199511,199601,199603,199605
1995-03-20,O,1995-03-19 20:00:00,1995-03-20 14:20:00,1995-03-20 14:14:00,1995-03-20 14:15:00,23,199503,199505,199507,199511,199601,199603,199605
1995-03-21,O,1995-03-20 20:00:00,1995-03-21 14:20:00,1995-03-21 14:14:00,1995-03-21 14:15:00,22,199503,199505,199507,199511,199601,199603,199605
1995-03-22,O,1995-03-21 20:00:00,1995-03-22 14:20:00,1995-03-22 14:14:00,1995-03-22 14:15:00,21,199503,199505,199507,199511,199601,199603,199605
1995-03-23,O,1995-03-22 20:00:00,1995-03-23 14:20:00,1995-03-23 14:14:00,1995-03-23 14:15:00,20,,199505,199507,199511,199601,199603,199605
1995-03-24,O,1995-03-23 20:00:00,1995-03-24 14:20:00,1995-03-24 14:14:00,1995-03-24 14:15:00,19,,199505,199507,199511,199601,199603,199605
1995-03-27,O,1995-03-26 20:00:00,1995-03-27 14:20:00,1995-03-27 14:14:00,1995-03-27 14:15:00,18,,199505,199507,199511,199601,199603,199605
1995-03-28,O,1995-03-27 20:00:00,1995-03-28 14:20:00,1995-03-28 14:14:00,1995-03-28 14:15:00,17,,199505,199507,199511,199601,199603,199605
1995-03-29,O,1995-03-28 20:00:00,1995-03-29 14:20:00,1995-03-29 14:14:00,1995-03-29 14:15:00,16,,199505,199507,199511,199601,199603,199605
1995-03-30,O,1995-03-29 20:00:00,1995-03-30 14:20:00,1995-03-30 14:14:00,1995-03-30 14:15:00,15,,199505,199507,199511,199601,199603,199605
1995-03-31,O,1995-03-30 20:00:00,1995-03-31 14:20:00,1995-03-31 14:14:00,1995-03-31 14:15:00,14,,199505,199507,199511,199601,199603,199605
1995-04-03,O,1995-04-02 20:00:00,1995-04-03 14:20:00,1995-04-03 14:14:00,1995-04-03 14:15:00,13,,199505,199507,199511,199601,199603,199605
1995-04-04,O,1995-04-03 20:00:00,1995-04-04 14:20:00,1995-04-04 14:14:00,1995-04-04 14:15:00,12,,199505,199507,199511,199601,199603,199605
1995-04-05,O,1995-04-04 20:00:00,1995-04-05 14:20:00,1995-04-05 14:14:00,1995-04-05 14:15:00,11,,199505,199507,199511,199601,199603,199605
1995-04-06,O,1995-04-05 20:00:00,1995-04-06 14:20:00,1995-04-06 14:14:00,1995-04-06 14:15:00,10,,199505,199507,199511,199601,199603,199605
1995-04-07,O,1995-04-06 20:00:00,1995-04-07 14:20:00,1995-04-07 14:14:00,1995-04-07 14:15:00,9,,199505,199507,199511,199601,199603,199605
1995-04-10,O,1995-04-09 20:00:00,1995-04-10 14:20:00,1995-04-10 14:14:00,1995-04-10 14:15:00,8,,199505,199507,199511,199601,199603,199605
1995-04-11,O,1995-04-10 20:00:00,1995-04-11 14:20:00,1995-04-11 14:14:00,1995-04-11 14:15:00,7,,199505,199507,199511,199601,199603,199605
1995-04-12,O,1995-04-11 20:00:00,1995-04-12 14:20:00,1995-04-12 14:14:00,1995-04-12 14:15:00,6,,199505,199507,199511,199601,199603,199605
1995-04-13,O,1995-04-12 20:00:00,1995-04-13 14:20:00,1995-04-13 14:14:00,1995-04-13 14:15:00,5,,199505,199507,199511,199601,199603,199605
1995-04-14,X,,,,,,,,,,,,
1995-04-17,O,1995-04-16 20:00:00,1995-04-17 14:20:00,1995-04-17 14:14:00,1995-04-17 14:15:00,4,,199505,199507,199511,199601,199603,199605
1995-04-18,O,1995-04-17 20:00:00,1995-04-18 14:20:00,1995-04-18 14:14:00,1995-04-18 14:15:00,3,,199505,199507,199511,199601,199603,199605
1995-04-19,O,1995-04-18 20:00:00,1995-04-19 14:20:00,1995-04-19 14:14:00,1995-04-19 14:15:00,2,,199505,199507,199511,199601,199603,199605
1995-04-20,O,1995-04-19 20:00:00,1995-04-20 14:20:00,1995-04-20 14:14:00,1995-04-20 14:15:00,1,,199505,199507,199511,199601,199603,199605
1995-04-21,O,1995-04-20 20:00:00,1995-04-21 14:20:00,1995-04-21 14:14:00,1995-04-21 14:15:00,0,,199505,199507,199511,199601,199603,199605
1995-04-24,O,1995-04-23 20:00:00,1995-04-24 14:20:00,1995-04-24 14:14:00,1995-04-24 14:15:00,43,199505,199507,199511,199601,199603,199605,199607
1995-04-25,O,1995-04-24 20:00:00,1995-04-25 14:20:00,1995-04-25 14:14:00,1995-04-25 14:15:00,42,199505,199507,199511,199601,199603,199605,199607
1995-04-26,O,1995-04-25 20:00:00,1995-04-26 14:20:00,1995-04-26 14:14:00,1995-04-26 14:15:00,41,199505,199507,199511,199601,199603,199605,199607
1995-04-27,O,1995-04-26 20:00:00,1995-04-27 14:20:00,1995-04-27 14:14:00,1995-04-27 14:15:00,40,199505,199507,199511,199601,199603,199605,199607
1995-04-28,O,1995-04-27 20:00:00,1995-04-28 14:20:00,1995-04-28 14:14:00,1995-04-28 14:15:00,39,199505,199507,199511,199601,199603,199605,199607
1995-05-01,O,1995-04-30 20:00:00,1995-05-01 14:20:00,1995-05-01 14:14:00,1995-05-01 14:15:00,38,199505,199507,199511,199601,199603,199605,199607
1995-05-02,O,1995-05-01 20:00:00,1995-05-02 14:20:00,1995-05-02 14:14:00,1995-05-02 14:15:00,37,199505,199507,199511,199601,199603,199605,199607
1995-05-03,O,1995-05-02 20:00:00,1995-05-03 14:20:00,1995-05-03 14:14:00,1995-05-03 14:15:00,36,199505,199507,199511,199601,199603,199605,199607
1995-05-04,O,1995-05-03 20:00:00,1995-05-04 14:20:00,1995-05-04 14:14:00,1995-05-04 14:15:00,35,199505,199507,199511,199601,199603,199605,199607
1995-05-05,O,1995-05-04 20:00:00,1995-05-05 14:20:00,1995-05-05 14:14:00,1995-05-05 14:15:00,34,199505,199507,199511,199601,199603,199605,199607
1995-05-08,O,1995-05-07 20:00:00,1995-05-08 14:20:00,1995-05-08 14:14:00,1995-05-08 14:15:00,33,199505,199507,199511,199601,199603,199605,199607
1995-05-09,O,1995-05-08 20:00:00,1995-05-09 14:20:00,1995-05-09 14:14:00,1995-05-09 14:15:00,32,199505,199507,199511,199601,199603,199605,199607
1995-05-10,O,1995-05-09 20:00:00,1995-05-10 14:20:00,1995-05-10 14:14:00,1995-05-10 14:15:00,31,199505,199507,199511,199601,199603,199605,199607
1995-05-11,O,1995-05-10 20:00:00,1995-05-11 14:20:00,1995-05-11 14:14:00,1995-05-11 14:15:00,30,199505,199507,199511,199601,199603,199605,199607
1995-05-12,O,1995-05-11 20:00:00,1995-05-12 14:20:00,1995-05-12 14:14:00,1995-05-12 14:15:00,29,199505,199507,199511,199601,199603,199605,199607
1995-05-15,O,1995-05-14 20:00:00,1995-05-15 14:20:00,1995-05-15 14:14:00,1995-05-15 14:15:00,28,199505,199507,199511,199601,199603,199605,199607
1995-05-16,O,1995-05-15 20:00:00,1995-05-16 14:20:00,1995-05-16 14:14:00,1995-05-16 14:15:00,27,199505,199507,199511,199601,199603,199605,199607
1995-05-17,O,1995-05-16 20:00:00,1995-05-17 14:20:00,1995-05-17 14:14:00,1995-05-17 14:15:00,26,199505,199507,199511,199601,199603,199605,199607
1995-05-18,O,1995-05-17 20:00:00,1995-05-18 14:20:00,1995-05-18 14:14:00,1995-05-18 14:15:00,25,199505,199507,199511,199601,199603,199605,199607
1995-05-19,O,1995-05-18 20:00:00,1995-05-19 14:20:00,1995-05-19 14:14:00,1995-05-19 14:15:00,24,199505,199507,199511,199601,199603,199605,199607
1995-05-22,O,1995-05-21 20:00:00,1995-05-22 14:20:00,1995-05-22 14:14:00,1995-05-22 14:15:00,23,,199507,199511,199601,199603,199605,199607
1995-05-23,O,1995-05-22 20:00:00,1995-05-23 14:20:00,1995-05-23 14:14:00,1995-05-23 14:15:00,22,,199507,199511,199601,199603,199605,199607
1995-05-24,O,1995-05-23 20:00:00,1995-05-24 14:20:00,1995-05-24 14:14:00,1995-05-24 14:15:00,21,,199507,199511,199601,199603,199605,199607
1995-05-25,O,1995-05-24 20:00:00,1995-05-25 14:20:00,1995-05-25 14:14:00,1995-05-25 14:15:00,20,,199507,199511,199601,199603,199605,199607
1995-05-26,O,1995-05-25 20:00:00,1995-05-26 14:20:00,1995-05-26 14:14:00,1995-05-26 14:15:00,19,,199507,199511,199601,199603,199605,199607
1995-05-29,X,,,,,,,,,,,,
1995-05-30,O,1995-05-29 20:00:00,1995-05-30 14:20:00,1995-05-30 14:14:00,1995-05-30 14:15:00,18,,199507,199511,199601,199603,199605,199607
1995-05-31,O,1995-05-30 20:00:00,1995-05-31 14:20:00,1995-05-31 14:14:00,1995-05-31 14:15:00,17,,199507,199511,199601,199603,199605,199607
1995-06-01,O,1995-05-31 20:00:00,1995-06-01 14:20:00,1995-06-01 14:14:00,1995-06-01 14:15:00,16,,199507,199511,199601,199603,199605,199607
1995-06-02,O,1995-06-01 20:00:00,1995-06-02 14:20:00,1995-06-02 14:14:00,1995-06-02 14:15:00,15,,199507,199511,199601,199603,199605,199607
1995-06-05,O,1995-06-04 20:00:00,1995-06-05 14:20:00,1995-06-05 14:14:00,1995-06-05 14:15:00,14,,199507,199511,199601,199603,199605,199607
1995-06-06,O,1995-06-05 20:00:00,1995-06-06 14:20:00,1995-06-06 14:14:00,1995-06-06 14:15:00,13,,199507,199511,199601,199603,199605,199607
1995-06-07,O,1995-06-06 20:00:00,1995-06-07 14:20:00,1995-06-07 14:14:00,1995-06-07 14:15:00,12,,199507,199511,199601,199603,199605,199607
1995-06-08,O,1995-06-07 20:00:00,1995-06-08 14:20:00,1995-06-08 14:14:00,1995-06-08 14:15:00,11,,199507,199511,199601,199603,199605,199607
1995-06-09,O,1995-06-08 20:00:00,1995-06-09 14:20:00,1995-06-09 14:14:00,1995-06-09 14:15:00,10,,199507,199511,199601,199603,199605,199607
1995-06-12,O,1995-06-11 20:00:00,1995-06-12 14:20:00,1995-06-12 14:14:00,1995-06-12 14:15:00,9,,199507,199511,199601,199603,199605,199607
1995-06-13,O,1995-06-12 20:00:00,1995-06-13 14:20:00,1995-06-13 14:14:00,1995-06-13 14:15:00,8,,199507,199511,199601,199603,199605,199607
1995-06-14,O,1995-06-13 20:00:00,1995-06-14 14:20:00,1995-06-14 14:14:00,1995-06-14 14:15:00,7,,199507,199511,199601,199603,199605,199607
1995-06-15,O,1995-06-14 20:00:00,1995-06-15 14:20:00,1995-06-15 14:14:00,1995-06-15 14:15:00,6,,199507,199511,199601,199603,199605,199607
1995-06-16,O,1995-06-15 20:00:00,1995-06-16 14:20:00,1995-06-16 14:14:00,1995-06-16 14:15:00,5,,199507,199511,199601,199603,199605,199607
1995-06-19,O,1995-06-18 20:00:00,1995-06-19 14:20:00,1995-06-19 14:14:00,1995-06-19 14:15:00,4,,199507,199511,199601,199603,199605,199607
1995-06-20,O,1995-06-19 20:00:00,1995-06-20 14:20:00,1995-06-20 14:14:00,1995-06-20 14:15:00,3,,199507,199511,199601,199603,199605,199607
1995-06-21,O,1995-06-20 20:00:00,1995-06-21 14:20:00,1995-06-21 14:14:00,1995-06-21 14:15:00,2,,199507,199511,199601,199603,199605,199607
1995-06-22,O,1995-06-21 20:00:00,1995-06-22 14:20:00,1995-06-22 14:14:00,1995-06-22 14:15:00,1,,199507,199511,199601,199603,199605,199607
1995-06-23,O,1995-06-22 20:00:00,1995-06-23 14:20:00,1995-06-23 14:14:00,1995-06-23 14:15:00,0,,199507,199511,199601,199603,199605,199607
1995-06-26,O,1995-06-25 20:00:00,1995-06-26 14:20:00,1995-06-26 14:14:00,1995-06-26 14:15:00,84,199507,199511,199601,199603,199605,199607,199611
1995-06-27,O,1995-06-26 20:00:00,1995-06-27 14:20:00,1995-06-27 14:14:00,1995-06-27 14:15:00,83,199507,199511,199601,199603,199605,199607,199611
1995-06-28,O,1995-06-27 20:00:00,1995-06-28 14:20:00,1995-06-28 14:14:00,1995-06-28 14:15:00,82,199507,199511,199601,199603,199605,199607,199611
1995-06-29,O,1995-06-28 20:00:00,1995-06-29 14:20:00,1995-06-29 14:14:00,1995-06-29 14:15:00,81,199507,199511,199601,199603,199605,199607,199611
1995-06-30,O,1995-06-29 20:00:00,1995-06-30 14:20:00,1995-06-30 14:14:00,1995-06-30 14:15:00,80,199507,199511,199601,199603,199605,199607,199611
1995-07-03,O,1995-07-02 20:00:00,1995-07-03 14:20:00,1995-07-03 14:14:00,1995-07-03 14:15:00,79,199507,199511,199601,199603,199605,199607,199611
1995-07-04,X,,,,,,,,,,,,
1995-07-05,O,1995-07-04 20:00:00,1995-07-05 14:20:00,1995-07-05 14:14:00,1995-07-05 14:15:00,78,199507,199511,199601,199603,199605,199607,199611
1995-07-06,O,1995-07-05 20:00:00,1995-07-06 14:20:00,1995-07-06 14:14:00,1995-07-06 14:15:00,77,199507,199511,199601,199603,199605,199607,199611
1995-07-07,O,1995-07-06 20:00:00,1995-07-07 14:20:00,1995-07-07 14:14:00,1995-07-07 14:15:00,76,199507,199511,199601,199603,199605,199607,199611
1995-07-10,O,1995-07-09 20:00:00,1995-07-10 14:20:00,1995-07-10 14:14:00,1995-07-10 14:15:00,75,199507,199511,199601,199603,199605,199607,199611
1995-07-11,O,1995-07-10 20:00:00,1995-07-11 14:20:00,1995-07-11 14:14:00,1995-07-11 14:15:00,74,199507,199511,199601,199603,199605,199607,199611
1995-07-12,O,1995-07-11 20:00:00,1995-07-12 14:20:00,1995-07-12 14:14:00,1995-07-12 14:15:00,73,199507,199511,199601,199603,199605,199607,199611
1995-07-13,O,1995-07-12 20:00:00,1995-07-13 14:20:00,1995-07-13 14:14:00,1995-07-13 14:15:00,72,199507,199511,199601,199603,199605,199607,199611
